"natc","codeTerme","codeTermePere","libAbr","libelle","Level"
2944,102944,102936,"M01AB08","Etodolac",5
2945,102945,102936,"M01AB09","Lonazolac",5
2946,102946,102936,"M01AB10","Fentiazac",5
2947,102947,102936,"M01AB11","Acémétacine",5
2948,102948,102936,"M01AB12","Difenpiramide",5
2949,102949,102936,"M01AB13","Oxamétacine",5
2950,102950,102936,"M01AB14","Proglumétacine",5
2951,102951,102936,"M01AB15","Kétorolac",5
2952,102952,102936,"M01AB16","Aceclofenac",5
2953,102953,102936,"M01AB51","Indométacine en association",5
2954,102954,102936,"M01AB55","Diclofénac en association",5
2955,102955,102929,"M01AC","Oxicams",4
2956,102956,102955,"M01AC01","Piroxicam",5
2957,102957,102955,"M01AC02","Tenoxicam",5
2958,102958,102955,"M01AC04","Droxicam",5
2959,102959,102955,"M01AC05","Lornoxicam",5
2960,102960,102955,"M01AC06","Méloxicam",5
2961,102961,102929,"M01AE","Derives de l'acide  propionique",4
2962,102962,102961,"M01AE01","Ibuprofène",5
2963,102963,102961,"M01AE02","Naproxène",5
2964,102964,102961,"M01AE03","Kétoprofène",5
2965,102965,102961,"M01AE04","Fénoprofène",5
2966,102966,102961,"M01AE05","Fenbufène",5
2967,102967,102961,"M01AE06","Bénoxaprofène",5
2968,102968,102961,"M01AE07","Suprofène",5
2969,102969,102961,"M01AE08","Pirprofène",5
2970,102970,102961,"M01AE09","Flurbiprofène",5
2971,102971,102961,"M01AE10","Indoprofène",5
2972,102972,102961,"M01AE11","Tiaprofénique acide",5
2973,102973,102961,"M01AE12","Oxaprozine",5
2974,102974,102961,"M01AE13","Ibuproxam",5
2975,102975,102961,"M01AE14","Dexibuprofène",5
2976,102976,102961,"M01AE15","Flunoxaprofène",5
2977,102977,102961,"M01AE16","Alminoprofène",5
2978,102978,102961,"M01AE51","Ibuprofène en association",5
2979,102979,102961,"M01AE53","Kétoprofène en association",5
2980,102980,102929,"M01AG","Fenamates",4
2981,102981,102980,"M01AG01","Méfénamique acide",5
2982,102982,102980,"M01AG02","Tolfénamique acide",5
2983,102983,102980,"M01AG03","Flufénamique acide",5
2984,102984,102980,"M01AG04","Méclofénamique acide",5
2985,102985,102929,"M01AX","Autres antiinflammatoires antirhumatismaux non steroidiens",4
2986,102986,102985,"M01AX01","Nabumétone",5
2987,102987,102985,"M01AX02","Niflumique acide",5
2988,102988,102985,"M01AX04","Azapropazone",5
2989,102989,102985,"M01AX05","Glucosamine",5
2990,102990,102985,"M01AX07","Benzydamine",5
2991,102991,102985,"M01AX12","Glucosaminoglycan polysulfate",5
2992,102992,102985,"M01AX13","Proquazone",5
2993,102993,102985,"M01AX14","Orgotéïne",5
2994,102994,102985,"M01AX17","Nimésulide",5
2995,102995,102985,"M01AX18","Féprazone",5
2996,102996,102985,"M01AX21","Diacéréïne",5
2997,102997,102985,"M01AX22","Morniflumate",5
2998,102998,102985,"M01AX23","Ténidap",5
2999,102999,102985,"M01AX68","Féprazone en association",5
3000,103000,102928,"M01B","Antiinflammatoires antirhumatismaux en association",3
3001,103001,103000,"M01BA","Antiinflammatoires antirhumatismaux en association avec",4
3002,103002,103001,"M01BA01","Phénylbutazone et corticoïdes",5
3003,103003,103001,"M01BA02","Dipyrocétyl et corticoïdes",5
3004,103004,103001,"M01BA03","Acétylsalicylique acide et corticoïdes",5
3005,103005,103000,"M01BX","Autres antiinflammatoires en association",4
3006,103006,102928,"M01C","Antirhumatismaux specifiques",3
3007,103007,103006,"M01CA","Quinoleines",4
3008,103008,103007,"M01CA03","Oxycinchophène",5
3009,103009,103006,"M01CB","Medicaments a base d'or",4
3010,103010,103009,"M01CB01","Aurothiomalate sodique",5
3011,103011,103009,"M01CB02","Aurothiosulfate sodique",5
3012,103012,103009,"M01CB03","Auranofine",5
3013,103013,103009,"M01CB04","Aurothioglucose",5
3014,103014,103009,"M01CB05","Aurotioprol",5
3015,103015,103006,"M01CC","Penicillamine et analogues",4
3016,103016,103015,"M01CC01","Pénicillamine",5
3017,103017,103015,"M01CC02","Bucillamine",5
3018,103018,102927,"M02","Topiques pour douleurs articulaire et musculaire",2
3019,103019,103018,"M02A","Topiques pour douleurs articulaire et musculaire",3
3020,103020,103019,"M02AA","Antiinflammatoires non steroidiens a usage topique",4
3021,103021,103020,"M02AA01","Phénylbutazone",5
3022,103022,103020,"M02AA02","Mofébutazone",5
3023,103023,103020,"M02AA03","Clofézone",5
3024,103024,103020,"M02AA04","Oxyphenbutazone",5
3025,103025,103020,"M02AA05","Benzydamine",5
3026,103026,103020,"M02AA06","Etofénamate",5
3027,103027,103020,"M02AA07","Piroxicam",5
3028,103028,103020,"M02AA08","Felbinac",5
3029,103029,103020,"M02AA09","Buféxamac",5
3030,103030,103020,"M02AA10","Kétoprofène",5
3031,103031,103020,"M02AA11","Benzadac",5
3032,103032,103020,"M02AA12","Naproxène",5
3033,103033,103020,"M02AA13","Ibuprofène",5
3034,103034,103020,"M02AA14","Fentiazac",5
3035,103035,103020,"M02AA15","Diclofénac",5
3036,103036,103020,"M02AA16","Féprazone",5
3037,103037,103020,"M02AA17","Niflumique acide",5
3038,103038,103020,"M02AA18","Méclofénamique acide",5
3039,103039,103020,"M02AA19","Flurbiprofène",5
3040,103040,103020,"M02AA21","Tolmétine",5
3041,103041,103020,"M02AA22","Suxibuzone",5
3042,103042,103020,"M02AA23","Indométacine",5
3043,103043,103019,"M02AB","Preparations a base de capsicum et apparentes",4
3044,103044,103019,"M02AC","Preparations avec des derives de l'acide salicylique",4
3045,103045,103019,"M02AX","Autres topiques pour douleurs articulaire et musculaire",4
3046,103046,103045,"M02AX02","Tolazoline",5
3047,103047,103045,"M02AX03","Diméthyle sulfoxide",5
3048,103048,103045,"M02AX10","Divers",5
3049,103049,102927,"M03","Myorelaxants",2
3050,103050,103049,"M03A","Myorelaxants a action peripherique",3
3051,103051,103050,"M03AA","Curares",4
3052,103052,103051,"M03AA01","Alcuronium",5
3053,103053,103051,"M03AA02","Tubocurarine",5
3054,103054,103051,"M03AA04","Diméthyltubocurarine",5
3055,103055,103050,"M03AB","Derives de la choline",4
3056,103056,103055,"M03AB01","Suxaméthonium",5
3057,103057,103050,"M03AC","Autres ammoniums quaternaires",4
3058,103058,103057,"M03AC01","Pancuronium",5
3059,103059,103057,"M03AC02","Gallamine",5
3060,103060,103057,"M03AC03","Vécuronium",5
3061,103061,103057,"M03AC04","Atracurium",5
3062,103062,103057,"M03AC05","Hexafluronium",5
3063,103063,103057,"M03AC06","Pipécuronium bromure",5
3064,103064,103057,"M03AC07","Doxacurium chlorure",5
3065,103065,103057,"M03AC08","Fazadinium bromure",5
3066,103066,103057,"M03AC09","Rocuronium bromure",5
3067,103067,103057,"M03AC10","Mivacurium chlorure",5
3068,103068,103057,"M03AC11","Cisatracurium",5
3069,103069,103050,"M03AX","Autres myorelaxants a action peripherique",4
3070,103070,103069,"M03AX01","Toxine botulique",5
3071,103071,103049,"M03B","Myorelaxants a action centrale",3
3072,103072,103071,"M03BA","Esters de l'acide carbamique",4
3073,103073,103072,"M03BA01","Phenprobamate",5
3074,103074,103072,"M03BA02","Carisoprodol",5
3075,103075,103072,"M03BA03","Méthocarbamol",5
3076,103076,103072,"M03BA04","Styramate",5
3077,103077,103072,"M03BA05","Febarbamate",5
3078,103078,103072,"M03BA51","Phenprobamate en association sauf aux psycholeptiques",5
3079,103079,103072,"M03BA52","Carisoprodol en association sauf aux psycholeptiques",5
3080,103080,103072,"M03BA53","Méthocarbamol en association sauf aux psycholeptiques",5
3081,103081,103072,"M03BA71","Phenprobamate, association avec des psycholeptiques",5
3082,103082,103072,"M03BA72","Carisoprodol en association avec des psycholeptiques",5
3083,103083,103072,"M03BA73","Méthocarbamol en association avec des psycholeptiques",5
3084,103084,103071,"M03BB","Derives oxazoles, thiaziniques et triaziniques",4
3085,103085,103084,"M03BB02","Chlormézanone",5
3086,103086,103084,"M03BB03","Chlorzoxazone",5
3087,103087,103084,"M03BB52","Chlormézanone en association sauf aux psycholeptiques",5
3088,103088,103084,"M03BB53","Chlorzoxazone en association sauf aux psycholeptiques",5
3089,103089,103084,"M03BB72","Chlormézanone en association avec des psycholeptiques",5
3090,103090,103084,"M03BB73","Chlorzoxazone en association avec des psycholeptiques",5
3091,103091,103071,"M03BC","Ethers chimiquement proches des antihistaminiques",4
3092,103092,103091,"M03BC01","Orphénadrine (citrate)",5
3093,103093,103091,"M03BC51","Orphénadrine en association",5
3094,103094,103071,"M03BX","Autres medicaments a action centrale",4
3095,103095,103094,"M03BX01","Baclofène",5
3096,103096,103094,"M03BX02","Tizanidine",5
3097,103097,103094,"M03BX03","Pridinol",5
3098,103098,103094,"M03BX04","Tolpérisone",5
3099,103099,103094,"M03BX05","Thiocolchicoside",5
3100,103100,103094,"M03BX06","Méphénésine",5
3101,103101,103094,"M03BX07","Tetrazepam",5
3102,103102,103094,"M03BX08","Cyclobenzaprine",5
3103,103103,103094,"M03BX30","Phényramidol",5
3104,103104,103049,"M03C","Myorelaxants a action directe",3
3105,103105,103104,"M03CA","Dantrolene et derives",4
3106,103106,103105,"M03CA01","Dantrolène",5
3107,103107,102927,"M04","Antigoutteux",2
3108,103108,103107,"M04A","Antigoutteux",3
3109,103109,103108,"M04AA","Inhibiteurs de la synthese de l'acide urique",4
3110,103110,103109,"M04AA01","Allopurinol",5
3111,103111,103109,"M04AA02","Tisopurine",5
3112,103112,103109,"M04AA51","Allopurinol en association",5
3113,103113,103108,"M04AB","Uricosuriques",4
3114,103114,103113,"M04AB01","Probénécide",5
3115,103115,103113,"M04AB02","Sulfinpyrazone",5
3116,103116,103113,"M04AB03","Benzbromarone",5
3117,103117,103113,"M04AB04","Isobromindione",5
3118,103118,103108,"M04AC","Medicaments sans effet sur le metabolisme de l'acide urique",4
3119,103119,103118,"M04AC01","Colchicine",5
3120,103120,103118,"M04AC02","Cinchophen",5
3121,103121,103108,"M04AX","Autres antigoutteux",4
3122,103122,103121,"M04AX01","Urate oxydase",5
3123,103123,102927,"M05","Medicaments pour le traitement des desordres osseux",2
3124,103124,103123,"M05B","Medicaments agissant sur la mineralisation",3
3125,103125,103124,"M05BA","Diphosphonates",4
3126,103126,103125,"M05BA01","Etidronique acide",5
3127,103127,103125,"M05BA02","Clodronique acide",5
3128,103128,103125,"M05BA03","Pamidronique acide",5
3129,103129,103125,"M05BA04","Alendronique acide",5
3130,103130,103125,"M05BA05","Tiludronique acide",5
3131,103131,103125,"M05BA06","Ibandronique acide",5
3132,103132,103124,"M05BB","Diphosphonates et calcium, pour administration sequentielle",4
3133,103133,103132,"M05BB01","Etidronique acide et calcium",5
3134,103134,103124,"M05BX","Autres medicaments agissant sur la mineralisation",4
3135,103135,103134,"M05BX01","Ipriflavone",5
3136,103136,103134,"M05BX02","Aluminium chlorhydrate",5
3137,103137,102927,"M09","Autres medicaments des desordres musculo-squelettiques",2
3138,103138,103137,"M09A","Autres medicaments des desordres musculo-squelettiques",3
3139,103139,103138,"M09AA","Quinine et derives",4
3140,103140,103139,"M09AA01","Hydroquinine",5
3141,103141,103139,"M09AA72","Quinine en association avec des psycholeptiques",5
3142,103142,103138,"M09AB","Enzymes",4
3143,103143,103142,"M09AB01","Chymopapaïne",5
3144,103144,103138,"M09AX","Autres medicaments des desordres musculo-squelettiques",4
3145,103145,103144,"M09AX01","Hyaluronique acide",5
3146,103146,103144,"M09AX02","Chondroitine sulfate",5
3147,103147,0,"N","SYSTEME NERVEUX",1
3148,103148,103147,"N01","Anesthesiques",2
3149,103149,103148,"N01A","Anesthesiques generaux",3
3150,103150,103149,"N01AA","Ethers",4
3151,103151,103150,"N01AA01","Ether anesthésique (diéthyl éther)",5
3152,103152,103150,"N01AA02","Vinyl éther",5
3153,103153,103149,"N01AB","Hydrocarbures halogenes",4
3154,103154,103153,"N01AB01","Halothane",5
3155,103155,103153,"N01AB02","Chloroforme",5
3156,103156,103153,"N01AB03","Méthoxyflurane",5
3157,103157,103153,"N01AB04","Enflurane",5
3158,103158,103153,"N01AB05","Trichloroéthylène",5
3159,103159,103153,"N01AB06","Isoflurane",5
3160,103160,103153,"N01AB07","Desflurane",5
3161,103161,103153,"N01AB08","Sévoflurane",5
3162,103162,103149,"N01AF","Barbituriques non associes",4
3163,103163,103162,"N01AF01","Méthohexital",5
3164,103164,103162,"N01AF02","Hexobarbital",5
3165,103165,103162,"N01AF03","Thiopental",5
3166,103166,103149,"N01AG","Barbituriques en association avec d'autres substances",4
3167,103167,103166,"N01AG01","Narcobarbital",5
3168,103168,103149,"N01AH","Anesthesiques opioides",4
3169,103169,103168,"N01AH01","Fentanyl",5
3170,103170,103168,"N01AH02","Alfentanil",5
3171,103171,103168,"N01AH03","Sufentanil",5
3172,103172,103168,"N01AH04","Phénopéridine",5
3173,103173,103168,"N01AH05","Aniléridine",5
3174,103174,103168,"N01AH06","Rémifentanil",5
3175,103175,103168,"N01AH51","Fentanyl en association",5
3176,103176,103149,"N01AX","Autres anesthesiques generaux",4
3177,103177,103176,"N01AX01","Dropéridol",5
3178,103178,103176,"N01AX03","Kétamine",5
3179,103179,103176,"N01AX04","Propanidide",5
3180,103180,103176,"N01AX05","Alfaxalone",5
3181,103181,103176,"N01AX07","Etomidate",5
3182,103182,103176,"N01AX10","Propofol",5
3183,103183,103176,"N01AX11","Hydroxybutyrique acide",5
3184,103184,103176,"N01AX13","Protoxyde d'azote",5
3185,103185,103176,"N01AX14","S-ketamine",5
3186,103186,103148,"N01B","Anesthesiques locaux",3
3187,103187,103186,"N01BA","Esters de l'acide aminobenzoique",4
3188,103188,103187,"N01BA01","Métabutéthamine",5
3189,103189,103187,"N01BA02","Procaïne",5
3190,103190,103187,"N01BA03","Tétracaïne",5
3191,103191,103187,"N01BA04","Chloroprocaïne",5
3192,103192,103187,"N01BA05","Benzocaine",5
3193,103193,103187,"N01BA52","Procaïne en association",5
3194,103194,103186,"N01BB","Amides",4
3195,103195,103194,"N01BB01","Bupivacaïne",5
3196,103196,103194,"N01BB02","Lidocaïne",5
3197,103197,103194,"N01BB03","Mépivacaïne",5
3198,103198,103194,"N01BB04","Prilocaïne",5
3199,103199,103194,"N01BB05","Butanilicaïne",5
3200,103200,103194,"N01BB06","Cinchocaïne",5
3201,103201,103194,"N01BB07","Etidocaïne",5
3202,103202,103194,"N01BB08","Articaïne",5
3203,103203,103194,"N01BB09","Ropivacaïne",5
3204,103204,103194,"N01BB10","Levobupivacaine",5
3205,103205,103194,"N01BB20","Associations",5
3206,103206,103194,"N01BB51","Bupivacaïne en association",5
3207,103207,103194,"N01BB52","Lidocaïne en association",5
3208,103208,103194,"N01BB53","Mépivacaïne en association",5
3209,103209,103194,"N01BB54","Prilocaïne en association",5
3210,103210,103194,"N01BB57","Etidocaïne en association",5
3211,103211,103194,"N01BB58","Articaïne en association",5
3212,103212,103186,"N01BC","Esters de l'acide benzoique",4
3213,103213,103212,"N01BC01","Cocaïne",5
3214,103214,103186,"N01BX","Autres anesthesiques locaux",4
3215,103215,103214,"N01BX01","Chlorure d'éthyle",5
3216,103216,103214,"N01BX02","Dyclonine",5
3217,103217,103214,"N01BX03","Phénol",5
3218,103218,103214,"N01BX04","Capsicine",5
3219,103219,103147,"N02","Analgesiques",2
3220,103220,103219,"N02A","Opioides",3
3221,103221,103220,"N02AA","Alcaloides naturels de l'opium",4
3222,103222,103221,"N02AA01","Morphine",5
3223,103223,103221,"N02AA02","Opium",5
3224,103224,103221,"N02AA03","Hydromorphone",5
3225,103225,103221,"N02AA04","Nicomorphine",5
3226,103226,103221,"N02AA05","Oxycodone",5
3227,103227,103221,"N02AA08","Dihydrocodéine",5
3228,103228,103221,"N02AA09","Diamorphine",5
3229,103229,103221,"N02AA10","Papavérétum",5
3230,103230,103221,"N02AA51","Morphine en association",5
3231,103231,103221,"N02AA58","Dihydrocodéine en association",5
3232,103232,103221,"N02AA59","Codéine en association",5
3233,103233,103220,"N02AB","Derives de la phenylpiperidine",4
3234,103234,103233,"N02AB01","Kétobémidone",5
3235,103235,103233,"N02AB02","Péthidine",5
3236,103236,103233,"N02AB03","Fentanyl",5
3237,103237,103233,"N02AB52","Péthidine en association sauf aux psycholeptiques",5
3238,103238,103233,"N02AB72","Péthidine en association avec des psycholeptiques",5
3239,103239,103220,"N02AC","Derives de la diphenylpropylamine",4
3240,103240,103239,"N02AC01","Dextromoramide",5
3241,103241,103239,"N02AC02","Méthadone",5
3242,103242,103239,"N02AC03","Piritramide",5
3243,103243,103239,"N02AC04","Dextropropoxyphène",5
3244,103244,103239,"N02AC05","Bézitramide",5
3245,103245,103239,"N02AC52","Méthadone en association sauf aux psycholeptiques",5
3246,103246,103239,"N02AC54","Dextropropoxyphène en association sauf aux psycholeptiques",5
3247,103247,103239,"N02AC74","Dextropropoxyphène en association avec des psycholeptiques",5
3248,103248,103220,"N02AD","Derives du benzomorphane",4
3249,103249,103248,"N02AD01","Pentazocine",5
3250,103250,103248,"N02AD02","Phénazocine",5
3251,103251,103220,"N02AE","Derives de l'oripavine",4
3252,103252,103251,"N02AE01","Buprénorphine",5
3253,103253,103220,"N02AF","Derives du morphinane",4
3254,103254,103253,"N02AF01","Butorphanol",5
3255,103255,103253,"N02AF02","Nalbufine",5
3256,103256,103220,"N02AG","Opioides en association avec des antispasmodiques",4
3257,103257,103256,"N02AG01","Morphine et antispasmodiques",5
3258,103258,103256,"N02AG02","Kétobémidone et antispasmodiques",5
3259,103259,103256,"N02AG03","Péthidine et antispasmodiques",5
3260,103260,103256,"N02AG04","Hydromorphone et antispasmodiques",5
3261,103261,103220,"N02AX","Autres opioides",4
3262,103262,103261,"N02AX01","Tilidine",5
3263,103263,103261,"N02AX02","Tramadol",5
3264,103264,103261,"N02AX03","Dézocine",5
3265,103265,103219,"N02B","Autres analgesiques et antipyretiques",3
3266,103266,103265,"N02BA","Acide salicylique et derives",4
3267,103267,103266,"N02BA01","Acétylsalicylique acide",5
3268,103268,103266,"N02BA02","Aloxiprine",5
3269,103269,103266,"N02BA03","Salicylate de choline",5
3270,103270,103266,"N02BA04","Salicylate sodique",5
3271,103271,103266,"N02BA05","Salicylamide",5
3272,103272,103266,"N02BA06","Salicyloylsalicylique acide",5
3273,103273,103266,"N02BA07","Ethenzamide",5
3274,103274,103266,"N02BA08","Salicylate de morpholine",5
3275,103275,103266,"N02BA09","Dipyrocétyl",5
3276,103276,103266,"N02BA10","Bénorilate",5
3277,103277,103266,"N02BA11","Diflunisal",5
3278,103278,103266,"N02BA12","Salicylate de potassium",5
3279,103279,103266,"N02BA14","Guacétisal",5
3280,103280,103266,"N02BA15","Carbasalate calcique",5
3281,103281,103266,"N02BA16","Salicylate d'imidazole",5
3282,103282,103266,"N02BA51","Acétylsalicylique acide en association sauf aux psycholeptiques",5
3283,103283,103266,"N02BA55","Salicylamide en association sauf aux psycholeptiques",5
3284,103284,103266,"N02BA57","Ethenzamide en association sauf aux psycholeptiques",5
3285,103285,103266,"N02BA59","Dipyrocétil en association sauf aux psycholeptiques",5
3286,103286,103266,"N02BA65","Carbasalate calcique en association sauf aux psycholeptiques",5
3287,103287,103266,"N02BA71","Acétylsalicylique acide en association avec des",5
3288,103288,103266,"N02BA75","Salicylamide en association avec des psycholeptiques",5
3289,103289,103266,"N02BA77","Ethenzamide en association avec des psycholeptiques",5
3290,103290,103266,"N02BA79","Dipyrocétil en association avec des psycholeptiques",5
3291,103291,103265,"N02BB","Pyrazolones",4
3292,103292,103291,"N02BB01","Phénazone",5
3293,103293,103291,"N02BB02","Métamizole sodique",5
3294,103294,103291,"N02BB03","Aminophénazone",5
3295,103295,103291,"N02BB04","Propyphénazone",5
3296,103296,103291,"N02BB05","Nifénazone",5
3297,103297,103291,"N02BB51","Phénazone en association sauf aux psycholeptiques",5
3298,103298,103291,"N02BB52","Métamizole sodique en association sauf aux psycholeptiques",5
3299,103299,103291,"N02BB53","Aminophénazone en association sauf aux psycholeptiques",5
3300,103300,103291,"N02BB54","Propyphénazone en association sauf aux psycholeptiques",5
3301,103301,103291,"N02BB71","Phénazone en association avec des psycholeptiques",5
3302,103302,103291,"N02BB72","Métamizole sodique en association avec des psycholeptiques",5
3303,103303,103291,"N02BB73","Aminophénazone en association avec des psycholeptiques",5
3304,103304,103291,"N02BB74","Propyphénazone en association avec des psycholeptiques",5
3305,103305,103265,"N02BE","Anilides",4
3306,103306,103305,"N02BE01","Paracétamol",5
3307,103307,103305,"N02BE03","Phénacétine",5
3308,103308,103305,"N02BE04","Bucétine",5
3309,103309,103305,"N02BE05","Propacetamol",5
3310,103310,103305,"N02BE51","Paracétamol en association sauf aux psycholeptiques",5
3311,103311,103305,"N02BE53","Phénacétine en association sauf aux psycholeptiques",5
3312,103312,103305,"N02BE54","Bucétine en association sauf aux psycholeptiques",5
3313,103313,103305,"N02BE71","Paracétamol en association avec des psycholeptiques",5
3314,103314,103305,"N02BE73","Phénacétine en association avec des psycholeptiques",5
3315,103315,103305,"N02BE74","Bucétine en association avec des psycholeptiques",5
3316,103316,103265,"N02BG","Autres analgesiques et antipyretiques",4
3317,103317,103316,"N02BG02","Rimazolium",5
3318,103318,103316,"N02BG03","Glafénine",5
3319,103319,103316,"N02BG04","Floctafénine",5
3320,103320,103316,"N02BG05","Viminol",5
3321,103321,103316,"N02BG06","Néfopam",5
3322,103322,103316,"N02BG07","Flupirtine",5
3323,103323,103219,"N02C","Antimigraineux",3
3324,103324,103323,"N02CA","Alcaloides de l'ergot",4
3325,103325,103324,"N02CA01","Dihydroergotamine",5
3326,103326,103324,"N02CA02","Ergotamine",5
3327,103327,103324,"N02CA04","Méthysergide",5
3328,103328,103324,"N02CA07","Lisuride",5
3329,103329,103324,"N02CA51","Dihydroergotamine en association",5
3330,103330,103324,"N02CA52","Ergotamine en association sauf aux psycholeptiques",5
3331,103331,103324,"N02CA72","Ergotamine en association avec des psycholeptiques",5
3332,103332,103323,"N02CB","Derives des corticoides",4
3333,103333,103332,"N02CB01","Flumédroxone",5
3334,103334,103323,"N02CC","Agonistes selectifs des recepteurs 5ht1",4
3335,103335,103334,"N02CC01","Sumatriptan",5
3336,103336,103334,"N02CC02","Naratriptan",5
3337,103337,103334,"N02CC03","Zolmitriptan",5
3338,103338,103323,"N02CX","Autres antimigraineux",4
3339,103339,103338,"N02CX01","Pizotifen",5
3340,103340,103338,"N02CX02","Clonidine",5
3341,103341,103338,"N02CX03","Iprazochrome",5
3342,103342,103338,"N02CX05","Dimétotiazine",5
3343,103343,103338,"N02CX06","Oxetorone",5
3344,103344,103147,"N03","Antiepiletiques",2
3345,103345,103344,"N03A","Antiepileptiques",3
3346,103346,103345,"N03AA","Barbituriques et derives",4
3347,103347,103346,"N03AA01","Méthylphénobarbital",5
3348,103348,103346,"N03AA02","Phénobarbital",5
3349,103349,103346,"N03AA03","Primidone",5
3350,103350,103346,"N03AA04","Barbéxaclone",5
3351,103351,103346,"N03AA30","Métharbital",5
3352,103352,103345,"N03AB","Derives de l'hydantoine",4
3353,103353,103352,"N03AB01","Ethotoïne",5
3354,103354,103352,"N03AB02","Phénytoïne",5
3355,103355,103352,"N03AB03","Amino (diphénylhydantoïne) valérique acide",5
3356,103356,103352,"N03AB04","Méphénytoïne",5
3357,103357,103352,"N03AB52","Phénytoïne en association",5
3358,103358,103352,"N03AB54","Méphénytoïne en association",5
3359,103359,103345,"N03AC","Derives de l'oxazolidine",4
3360,103360,103359,"N03AC01","Paraméthadione",5
3361,103361,103359,"N03AC02","Triméthadione",5
3362,103362,103359,"N03AC03","Ethadione",5
3363,103363,103345,"N03AD","Derives du succinimide",4
3364,103364,103363,"N03AD01","Ethosuximide",5
3365,103365,103363,"N03AD02","Phensuximide",5
3366,103366,103363,"N03AD03","Mésuximide",5
3367,103367,103363,"N03AD51","Ethosuximide en association",5
3368,103368,103345,"N03AE","Derives de la benzodiazepine",4
3369,103369,103368,"N03AE01","Clonazépam",5
3370,103370,103345,"N03AF","Derives du carboxamide",4
3371,103371,103370,"N03AF01","Carbamazépine",5
3372,103372,103370,"N03AF02","Oxcarbazépine",5
3373,103373,103345,"N03AG","Derives d'acide gras",4
3374,103374,103373,"N03AG01","Valproïque acide",5
3375,103375,103373,"N03AG02","Valpromide",5
3376,103376,103373,"N03AG03","Aminobutyrique acide",5
3377,103377,103373,"N03AG04","Vigabatrin",5
3378,103378,103373,"N03AG05","Progabide",5
3379,103379,103373,"N03AG06","Tiagabine",5
3380,103380,103345,"N03AX","Autres antiepileptiques",4
3381,103381,103380,"N03AX03","Sultiame",5
3382,103382,103380,"N03AX07","Phénacémide",5
3383,103383,103380,"N03AX09","Lamotrigine",5
3384,103384,103380,"N03AX10","Felbamate",5
3385,103385,103380,"N03AX11","Topiramate",5
3386,103386,103380,"N03AX12","Gabapentine",5
3387,103387,103380,"N03AX13","Phénéturide",5
3388,103388,103380,"N03AX30","Béclamide",5
3389,103389,103147,"N04","Antiparkinsoniens",2
3390,103390,103389,"N04A","Anticholinergiques",3
3391,103391,103390,"N04AA","Amines tertiaires",4
3392,103392,103391,"N04AA01","Trihexyphénidyl",5
3393,103393,103391,"N04AA02","Bipéridène",5
3394,103394,103391,"N04AA03","Métixène",5
3395,103395,103391,"N04AA04","Procyclidine",5
3396,103396,103391,"N04AA05","Profénamine",5
3397,103397,103391,"N04AA08","Déxétimide",5
3398,103398,103391,"N04AA09","Phenglutarimide",5
3399,103399,103391,"N04AA10","Mazaticol",5
3400,103400,103391,"N04AA11","Bornaprine",5
3401,103401,103391,"N04AA12","Tropatepine",5
3402,103402,103390,"N04AB","Ethers, chimiquement proches des antihistaminiques",4
3403,103403,103402,"N04AB01","Etanautine",5
3404,103404,103402,"N04AB02","Orphénadrine (chlorure)",5
3405,103405,103390,"N04AC","Ethers de la tropine et derives",4
3406,103406,103405,"N04AC01","Benzatropine",5
3407,103407,103405,"N04AC30","Etybenzatropine",5
3408,103408,103389,"N04B","Dopaminergiques",3
3409,103409,103408,"N04BA","Dopa et derives",4
3410,103410,103409,"N04BA01","Lévodopa",5
3411,103411,103409,"N04BA02","Lévodopa et inhibiteur de la décarboxylase",5
3412,103412,103408,"N04BB","Derives de l'adamantane",4
3413,103413,103412,"N04BB01","Amantadine",5
3414,103414,103408,"N04BC","Agonistes dopaminergiques",4
3415,103415,103414,"N04BC01","Bromocriptine",5
3416,103416,103414,"N04BC02","Pergolide",5
3417,103417,103414,"N04BC03","Dihydroergocryptine mésylate",5
3418,103418,103414,"N04BC04","Ropinirole",5
3419,103419,103414,"N04BC05","Pramipexole",5
3420,103420,103414,"N04BC06","Cabergoline",5
3421,103421,103414,"N04BC07","Apomorphine",5
3422,103422,103408,"N04BD","Inhibiteurs de la monoamine oxydase type b",4
3423,103423,103422,"N04BD01","Sélégiline",5
3424,103424,103408,"N04BX","Autres dopaminergiques",4
3425,103425,103424,"N04BX01","Tolcapone",5
3426,103426,103424,"N04BX02","Entacapone",5
3427,103427,103147,"N05","Psycholeptiques",2
3428,103428,103427,"N05A","Antipsychotiques",3
3429,103429,103428,"N05AA","Phenothiazines a chaine aliphatique",4
3430,103430,103429,"N05AA01","Chlorpromazine",5
3431,103431,103429,"N05AA02","Lévomépromazine",5
3432,103432,103429,"N05AA03","Promazine",5
3433,103433,103429,"N05AA04","Acépromazine",5
3434,103434,103429,"N05AA05","Triflupromazine",5
3435,103435,103429,"N05AA06","Cyamémazine",5
3436,103436,103429,"N05AA07","Chlorproethazine",5
3437,103437,103428,"N05AB","Phenothiazines de structure piperazinique",4
3438,103438,103437,"N05AB01","Dixyrazine",5
3439,103439,103437,"N05AB02","Fluphénazine",5
3440,103440,103437,"N05AB03","Perphénazine",5
3441,103441,103437,"N05AB04","Prochlorpérazine",5
3442,103442,103437,"N05AB05","Thiopropazate",5
